,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
5672,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,2033,507,25.0,DORR 10,2018_General Election
7422,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1687,485,29.0,DORR 11,2018_General Election
7432,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1410,430,30.0,DORR 12,2018_General Election
5679,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1687,419,25.0,DORR 11,2018_General Election
5687,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1410,367,26.0,DORR 12,2018_General Election
7412,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,2033,366,18.0,DORR 10,2018_General Election
5695,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1057,234,22.0,DORR 13,2018_General Election
7453,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,574,215,37.0,DORR 14,2018_General Election
5702,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,574,172,30.0,DORR 14,2018_General Election
7443,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1057,146,14.0,DORR 13,2018_General Election
2100,14TH CONGRESS,Under Votes,,2033,8,0.0,DORR 10,2018_General Election
2125,14TH CONGRESS,Under Votes,,1687,6,0.0,DORR 11,2018_General Election
2150,14TH CONGRESS,Under Votes,,1410,5,0.0,DORR 12,2018_General Election
2202,14TH CONGRESS,Under Votes,,574,4,1.0,DORR 14,2018_General Election
2177,14TH CONGRESS,Under Votes,,1057,2,0.0,DORR 13,2018_General Election
2151,14TH CONGRESS,Over Votes,,1410,1,0.0,DORR 12,2018_General Election
2101,14TH CONGRESS,Over Votes,,2033,0,0.0,DORR 10,2018_General Election
2126,14TH CONGRESS,Over Votes,,1687,0,0.0,DORR 11,2018_General Election
2178,14TH CONGRESS,Over Votes,,1057,0,0.0,DORR 13,2018_General Election
2203,14TH CONGRESS,Over Votes,,574,0,0.0,DORR 14,2018_General Election
7431,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,1687,667,40.0,DORR 11,2018_General Election
7421,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,2033,582,29.0,DORR 10,2018_General Election
7442,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,1410,579,41.0,DORR 12,2018_General Election
7462,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,574,271,47.0,DORR 14,2018_General Election
7452,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,1057,224,21.0,DORR 13,2018_General Election
2143,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,1687,126,7.0,DORR 11,2018_General Election
2170,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,1410,106,8.0,DORR 12,2018_General Election
2118,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,2033,102,5.0,DORR 10,2018_General Election
2220,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,574,63,11.0,DORR 14,2018_General Election
2195,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,1057,61,6.0,DORR 13,2018_General Election
