ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
ATTORNEY GENERAL,LISA MADIGAN,Democrat,472,152,32.0,MCHENRY 26,2014_General Election
ATTORNEY GENERAL,PAUL M. SCHIMPF,Republican,472,71,15.0,MCHENRY 26,2014_General Election
ATTORNEY GENERAL,BEN KOYL,Libertarian,472,9,2.0,MCHENRY 26,2014_General Election
ATTORNEY GENERAL,Blank Ballots,,472,3,1.0,MCHENRY 26,2014_General Election
ATTORNEY GENERAL,Under Votes,,472,0,0.0,MCHENRY 26,2014_General Election
ATTORNEY GENERAL,Over Votes,,472,0,0.0,MCHENRY 26,2014_General Election
COMPTROLLER,JUDY BAAR TOPINKA,Republican,472,124,26.0,MCHENRY 26,2014_General Election
COMPTROLLER,SHEILA SIMON,Democrat,472,93,20.0,MCHENRY 26,2014_General Election
COMPTROLLER,JULIE FOX,Libertarian,472,12,3.0,MCHENRY 26,2014_General Election
COMPTROLLER,Blank Ballots,,472,6,1.0,MCHENRY 26,2014_General Election
COMPTROLLER,Write-in,NonPartisan,472,0,0.0,MCHENRY 26,2014_General Election
COMPTROLLER,TIMOTHY GOODCASE,NonPartisan,472,0,0.0,MCHENRY 26,2014_General Election
COMPTROLLER,Under Votes,,472,0,0.0,MCHENRY 26,2014_General Election
COMPTROLLER,Over Votes,,472,0,0.0,MCHENRY 26,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,YES,NonPartisan,472,182,39.0,MCHENRY 26,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,NO,NonPartisan,472,41,9.0,MCHENRY 26,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Blank Ballots,,472,12,3.0,MCHENRY 26,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Under Votes,,472,0,0.0,MCHENRY 26,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Over Votes,,472,0,0.0,MCHENRY 26,2014_General Election
D14 REPRESENTATIVE,RANDALL M. HULTGREN,Republican,472,132,28.0,MCHENRY 26,2014_General Election
D14 REPRESENTATIVE,DENNIS ANDERSON,Democrat,472,95,20.0,MCHENRY 26,2014_General Election
D14 REPRESENTATIVE,Blank Ballots,,472,8,2.0,MCHENRY 26,2014_General Election
D14 REPRESENTATIVE,Under Votes,,472,0,0.0,MCHENRY 26,2014_General Election
D14 REPRESENTATIVE,Over Votes,,472,0,0.0,MCHENRY 26,2014_General Election
D2 JUD BOWMAN,MICHAEL J. BURKE,Republican,472,177,38.0,MCHENRY 26,2014_General Election
D2 JUD BOWMAN,Blank Ballots,,472,58,12.0,MCHENRY 26,2014_General Election
D2 JUD BOWMAN,Under Votes,,472,0,0.0,MCHENRY 26,2014_General Election
D2 JUD BOWMAN,Over Votes,,472,0,0.0,MCHENRY 26,2014_General Election
D22 JUD CONDON,MICHAEL W. FEETTERER,Republican,472,178,38.0,MCHENRY 26,2014_General Election
D22 JUD CONDON,Blank Ballots,,472,57,12.0,MCHENRY 26,2014_General Election
D22 JUD CONDON,Under Votes,,472,0,0.0,MCHENRY 26,2014_General Election
D22 JUD CONDON,Over Votes,,472,0,0.0,MCHENRY 26,2014_General Election
D63 REP ASSEMBLY,JACK D. FRANKS,Democrat,472,158,33.0,MCHENRY 26,2014_General Election
D63 REP ASSEMBLY,STEVEN REICK,Republican,472,70,15.0,MCHENRY 26,2014_General Election
D63 REP ASSEMBLY,Blank Ballots,,472,7,1.0,MCHENRY 26,2014_General Election
D63 REP ASSEMBLY,Under Votes,,472,0,0.0,MCHENRY 26,2014_General Election
D63 REP ASSEMBLY,Over Votes,,472,0,0.0,MCHENRY 26,2014_General Election
GOVERNOR/LT GOV,BRUCE RAUNER,Republican,472,133,28.0,MCHENRY 26,2014_General Election
GOVERNOR/LT GOV,PAT QUINN,Democrat,472,87,18.0,MCHENRY 26,2014_General Election
GOVERNOR/LT GOV,CHAD GRIMM,Libertarian,472,12,3.0,MCHENRY 26,2014_General Election
GOVERNOR/LT GOV,Blank Ballots,,472,3,1.0,MCHENRY 26,2014_General Election
GOVERNOR/LT GOV,Write-in,NonPartisan,472,0,0.0,MCHENRY 26,2014_General Election
GOVERNOR/LT GOV,MARK SMITH,NonPartisan,472,0,0.0,MCHENRY 26,2014_General Election
