JurisdictionID,JurisContainerID,JurisName,EISCandidateID,CandidateName,EISContestID,ContestName,PrecinctName,Registration,EISPartyID,PartyName,VoteCount
63,0,McHENRY,0,,0,,ALDEN 01,1171,0,,538
63,0,McHENRY,0,Under Votes,380,14TH CONGRESS,ALDEN 01,1171,0,,7
63,0,McHENRY,0,Over Votes,380,14TH CONGRESS,ALDEN 01,1171,0,,0
63,0,McHENRY,0,Under Votes,180,GOVERNOR AND LIEUTENANT GOVERNOR,ALDEN 01,1171,0,,11
63,0,McHENRY,0,Over Votes,180,GOVERNOR AND LIEUTENANT GOVERNOR,ALDEN 01,1171,0,,0
63,0,McHENRY,0,Under Votes,190,ATTORNEY GENERAL,ALDEN 01,1171,0,,15
63,0,McHENRY,0,Over Votes,190,ATTORNEY GENERAL,ALDEN 01,1171,0,,0
63,0,McHENRY,0,Under Votes,200,SECRETARY OF STATE,ALDEN 01,1171,0,,3
63,0,McHENRY,0,Over Votes,200,SECRETARY OF STATE,ALDEN 01,1171,0,,0
63,0,McHENRY,0,Under Votes,210,COMPTROLLER,ALDEN 01,1171,0,,13
63,0,McHENRY,0,Over Votes,210,COMPTROLLER,ALDEN 01,1171,0,,0
63,0,McHENRY,0,Under Votes,220,TREASURER,ALDEN 01,1171,0,,19
63,0,McHENRY,0,Over Votes,220,TREASURER,ALDEN 01,1171,0,,0
63,0,McHENRY,0,Under Votes,1100,32ND SENATE,ALDEN 01,1171,0,,11
63,0,McHENRY,0,Over Votes,1100,32ND SENATE,ALDEN 01,1171,0,,0
63,0,McHENRY,0,Under Votes,2000,63RD REPRESENTATIVE,ALDEN 01,1171,0,,93
63,0,McHENRY,0,Over Votes,2000,63RD REPRESENTATIVE,ALDEN 01,1171,0,,0
63,0,McHENRY,0,Under Votes,4830,22ND CIRCUIT - McINTYRE VACANCY,ALDEN 01,1171,0,,106
63,0,McHENRY,0,Over Votes,4830,22ND CIRCUIT - McINTYRE VACANCY,ALDEN 01,1171,0,,0
63,0,McHENRY,0,Under Votes,4840,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,ALDEN 01,1171,0,,109
63,0,McHENRY,0,Over Votes,4840,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,ALDEN 01,1171,0,,0
63,0,McHENRY,0,Under Votes,4900,22ND CIRCUIT - RETAIN CHMIEL,ALDEN 01,1171,0,,77
63,0,McHENRY,0,Over Votes,4900,22ND CIRCUIT - RETAIN CHMIEL,ALDEN 01,1171,0,,0
63,0,McHENRY,0,Under Votes,4852,2ND APPELLATE - RETAIN MCLAREN,ALDEN 01,1171,0,,87
63,0,McHENRY,0,Over Votes,4852,2ND APPELLATE - RETAIN MCLAREN,ALDEN 01,1171,0,,0
63,0,McHENRY,0,,0,,ALGONQUIN 01,712,0,,181
63,0,McHENRY,0,Under Votes,300,6TH CONGRESS,ALGONQUIN 01,712,0,,9
63,0,McHENRY,0,Over Votes,300,6TH CONGRESS,ALGONQUIN 01,712,0,,0
63,0,McHENRY,0,Under Votes,180,GOVERNOR AND LIEUTENANT GOVERNOR,ALGONQUIN 01,712,0,,1
63,0,McHENRY,0,Over Votes,180,GOVERNOR AND LIEUTENANT GOVERNOR,ALGONQUIN 01,712,0,,1
63,0,McHENRY,0,Under Votes,190,ATTORNEY GENERAL,ALGONQUIN 01,712,0,,6
63,0,McHENRY,0,Over Votes,190,ATTORNEY GENERAL,ALGONQUIN 01,712,0,,0
63,0,McHENRY,0,Under Votes,200,SECRETARY OF STATE,ALGONQUIN 01,712,0,,7
63,0,McHENRY,0,Over Votes,200,SECRETARY OF STATE,ALGONQUIN 01,712,0,,0
63,0,McHENRY,0,Under Votes,210,COMPTROLLER,ALGONQUIN 01,712,0,,7
63,0,McHENRY,0,Over Votes,210,COMPTROLLER,ALGONQUIN 01,712,0,,0
63,0,McHENRY,0,Under Votes,220,TREASURER,ALGONQUIN 01,712,0,,9
63,0,McHENRY,0,Over Votes,220,TREASURER,ALGONQUIN 01,712,0,,0
63,0,McHENRY,0,Under Votes,1040,26TH SENATE,ALGONQUIN 01,712,0,,9
