ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
ATTORNEY GENERAL,PAUL M. SCHIMPF,Republican,918,273,30.0,CORAL 1,2014_General Election
ATTORNEY GENERAL,LISA MADIGAN,Democrat,918,174,19.0,CORAL 1,2014_General Election
ATTORNEY GENERAL,BEN KOYL,Libertarian,918,13,1.0,CORAL 1,2014_General Election
ATTORNEY GENERAL,Blank Ballots,,918,6,1.0,CORAL 1,2014_General Election
ATTORNEY GENERAL,Under Votes,,918,0,0.0,CORAL 1,2014_General Election
ATTORNEY GENERAL,Over Votes,,918,0,0.0,CORAL 1,2014_General Election
COMPTROLLER,JUDY BAAR TOPINKA,Republican,918,292,32.0,CORAL 1,2014_General Election
COMPTROLLER,SHEILA SIMON,Democrat,918,124,14.0,CORAL 1,2014_General Election
COMPTROLLER,JULIE FOX,Libertarian,918,44,5.0,CORAL 1,2014_General Election
COMPTROLLER,Blank Ballots,,918,5,1.0,CORAL 1,2014_General Election
COMPTROLLER,Write-in,NonPartisan,918,1,0.0,CORAL 1,2014_General Election
COMPTROLLER,TIMOTHY GOODCASE,NonPartisan,918,0,0.0,CORAL 1,2014_General Election
COMPTROLLER,Under Votes,,918,0,0.0,CORAL 1,2014_General Election
COMPTROLLER,Over Votes,,918,0,0.0,CORAL 1,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,YES,NonPartisan,918,321,35.0,CORAL 1,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,NO,NonPartisan,918,128,14.0,CORAL 1,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Blank Ballots,,918,17,2.0,CORAL 1,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Under Votes,,918,0,0.0,CORAL 1,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Over Votes,,918,0,0.0,CORAL 1,2014_General Election
D14 REPRESENTATIVE,RANDALL M. HULTGREN,Republican,918,318,35.0,CORAL 1,2014_General Election
D14 REPRESENTATIVE,DENNIS ANDERSON,Democrat,918,131,14.0,CORAL 1,2014_General Election
D14 REPRESENTATIVE,Blank Ballots,,918,17,2.0,CORAL 1,2014_General Election
D14 REPRESENTATIVE,Under Votes,,918,0,0.0,CORAL 1,2014_General Election
D14 REPRESENTATIVE,Over Votes,,918,0,0.0,CORAL 1,2014_General Election
D2 JUD BOWMAN,MICHAEL J. BURKE,Republican,918,369,40.0,CORAL 1,2014_General Election
D2 JUD BOWMAN,Blank Ballots,,918,97,11.0,CORAL 1,2014_General Election
D2 JUD BOWMAN,Under Votes,,918,0,0.0,CORAL 1,2014_General Election
D2 JUD BOWMAN,Over Votes,,918,0,0.0,CORAL 1,2014_General Election
D63 REP ASSEMBLY,JACK D. FRANKS,Democrat,918,237,26.0,CORAL 1,2014_General Election
D63 REP ASSEMBLY,STEVEN REICK,Republican,918,222,24.0,CORAL 1,2014_General Election
D63 REP ASSEMBLY,Blank Ballots,,918,7,1.0,CORAL 1,2014_General Election
D63 REP ASSEMBLY,Under Votes,,918,0,0.0,CORAL 1,2014_General Election
