ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
ATTORNEY GENERAL,LISA MADIGAN,Democrat,1201,296,25.0,GREENWOOD 6,2014_General Election
ATTORNEY GENERAL,PAUL M. SCHIMPF,Republican,1201,208,17.0,GREENWOOD 6,2014_General Election
ATTORNEY GENERAL,BEN KOYL,Libertarian,1201,19,2.0,GREENWOOD 6,2014_General Election
ATTORNEY GENERAL,Blank Ballots,,1201,11,1.0,GREENWOOD 6,2014_General Election
ATTORNEY GENERAL,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
ATTORNEY GENERAL,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
COMPTROLLER,JUDY BAAR TOPINKA,Republican,1201,288,24.0,GREENWOOD 6,2014_General Election
COMPTROLLER,SHEILA SIMON,Democrat,1201,198,16.0,GREENWOOD 6,2014_General Election
COMPTROLLER,JULIE FOX,Libertarian,1201,34,3.0,GREENWOOD 6,2014_General Election
COMPTROLLER,Blank Ballots,,1201,14,1.0,GREENWOOD 6,2014_General Election
COMPTROLLER,Write-in,NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
COMPTROLLER,TIMOTHY GOODCASE,NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
COMPTROLLER,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
COMPTROLLER,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,YES,NonPartisan,1201,401,33.0,GREENWOOD 6,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,NO,NonPartisan,1201,114,9.0,GREENWOOD 6,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Blank Ballots,,1201,19,2.0,GREENWOOD 6,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
D14 REPRESENTATIVE,RANDALL M. HULTGREN,Republican,1201,293,24.0,GREENWOOD 6,2014_General Election
D14 REPRESENTATIVE,DENNIS ANDERSON,Democrat,1201,209,17.0,GREENWOOD 6,2014_General Election
D14 REPRESENTATIVE,Blank Ballots,,1201,32,3.0,GREENWOOD 6,2014_General Election
D14 REPRESENTATIVE,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
D14 REPRESENTATIVE,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
D2 JUD BOWMAN,MICHAEL J. BURKE,Republican,1201,417,35.0,GREENWOOD 6,2014_General Election
D2 JUD BOWMAN,Blank Ballots,,1201,117,10.0,GREENWOOD 6,2014_General Election
D2 JUD BOWMAN,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
D2 JUD BOWMAN,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
D63 REP ASSEMBLY,JACK D. FRANKS,Democrat,1201,329,27.0,GREENWOOD 6,2014_General Election
D63 REP ASSEMBLY,STEVEN REICK,Republican,1201,199,17.0,GREENWOOD 6,2014_General Election
D63 REP ASSEMBLY,Blank Ballots,,1201,6,0.0,GREENWOOD 6,2014_General Election
D63 REP ASSEMBLY,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
D63 REP ASSEMBLY,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,BRUCE RAUNER,Republican,1201,313,26.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,PAT QUINN,Democrat,1201,196,16.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,CHAD GRIMM,Libertarian,1201,18,1.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,Blank Ballots,,1201,6,0.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,SCOTT SUMMERS,NonPartisan,1201,1,0.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,Write-in,NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,MARK SMITH,NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,ROBERT PEREZ JR,NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,MICHAEL W. SCRUGGS,NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,RYAN SWEENEY,NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,AARON MERREIGHN (LG),NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
GOVERNOR/LT GOV,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
HEALTH INSURANCE,YES,NonPartisan,1201,321,27.0,GREENWOOD 6,2014_General Election
HEALTH INSURANCE,NO,NonPartisan,1201,205,17.0,GREENWOOD 6,2014_General Election
HEALTH INSURANCE,Blank Ballots,,1201,8,1.0,GREENWOOD 6,2014_General Election
HEALTH INSURANCE,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
HEALTH INSURANCE,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
MILLIONAIRE TAX,YES,NonPartisan,1201,280,23.0,GREENWOOD 6,2014_General Election
MILLIONAIRE TAX,NO,,1201,240,20.0,GREENWOOD 6,2014_General Election
MILLIONAIRE TAX,Blank Ballots,,1201,14,1.0,GREENWOOD 6,2014_General Election
MILLIONAIRE TAX,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
MILLIONAIRE TAX,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
MINIMUM WAGE,YES,NonPartisan,1201,336,28.0,GREENWOOD 6,2014_General Election
MINIMUM WAGE,NO,NonPartisan,1201,191,16.0,GREENWOOD 6,2014_General Election
MINIMUM WAGE,Blank Ballots,,1201,7,1.0,GREENWOOD 6,2014_General Election
MINIMUM WAGE,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
MINIMUM WAGE,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
RET D2 APP HUTCHINSON,YES,NonPartisan,1201,377,31.0,GREENWOOD 6,2014_General Election
RET D2 APP HUTCHINSON,NO,NonPartisan,1201,88,7.0,GREENWOOD 6,2014_General Election
RET D2 APP HUTCHINSON,Blank Ballots,,1201,68,6.0,GREENWOOD 6,2014_General Election
RET D2 APP HUTCHINSON,Over Votes,,1201,1,0.0,GREENWOOD 6,2014_General Election
RET D2 APP HUTCHINSON,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
RET D22 CIR CALDWELL,YES,NonPartisan,1201,358,30.0,GREENWOOD 6,2014_General Election
RET D22 CIR CALDWELL,NO,NonPartisan,1201,103,9.0,GREENWOOD 6,2014_General Election
RET D22 CIR CALDWELL,Blank Ballots,,1201,73,6.0,GREENWOOD 6,2014_General Election
RET D22 CIR CALDWELL,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
RET D22 CIR CALDWELL,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
RET D22 CIR PRATHER,YES,NonPartisan,1201,374,31.0,GREENWOOD 6,2014_General Election
RET D22 CIR PRATHER,NO,NonPartisan,1201,93,8.0,GREENWOOD 6,2014_General Election
RET D22 CIR PRATHER,Blank Ballots,,1201,66,5.0,GREENWOOD 6,2014_General Election
RET D22 CIR PRATHER,Over Votes,,1201,1,0.0,GREENWOOD 6,2014_General Election
RET D22 CIR PRATHER,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
RET D22 CIR SULLIVAN,YES,NonPartisan,1201,376,31.0,GREENWOOD 6,2014_General Election
RET D22 CIR SULLIVAN,NO,NonPartisan,1201,90,7.0,GREENWOOD 6,2014_General Election
RET D22 CIR SULLIVAN,Blank Ballots,,1201,68,6.0,GREENWOOD 6,2014_General Election
RET D22 CIR SULLIVAN,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
RET D22 CIR SULLIVAN,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
SECRETARY OF STATE,JESSE WHITE,Democrat,1201,325,27.0,GREENWOOD 6,2014_General Election
SECRETARY OF STATE,MICHAEL WEBSTER,Republican,1201,180,15.0,GREENWOOD 6,2014_General Election
SECRETARY OF STATE,CHRISTOPHER MICHEL,Libertarian,1201,18,1.0,GREENWOOD 6,2014_General Election
SECRETARY OF STATE,Blank Ballots,,1201,11,1.0,GREENWOOD 6,2014_General Election
SECRETARY OF STATE,Write-in,NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
SECRETARY OF STATE,SHELDON SCHAFER,NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
SECRETARY OF STATE,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
SECRETARY OF STATE,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
SUFFRAGE & ELECTIONS,YES,NonPartisan,1201,355,30.0,GREENWOOD 6,2014_General Election
SUFFRAGE & ELECTIONS,NO,NonPartisan,1201,157,13.0,GREENWOOD 6,2014_General Election
SUFFRAGE & ELECTIONS,Blank Ballots,,1201,22,2.0,GREENWOOD 6,2014_General Election
SUFFRAGE & ELECTIONS,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
SUFFRAGE & ELECTIONS,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
TREASURER,TOM CROSS,Republican,1201,282,23.0,GREENWOOD 6,2014_General Election
TREASURER,MICHAEL W. FRERICHS,Democrat,1201,200,17.0,GREENWOOD 6,2014_General Election
TREASURER,Blank Ballots,,1201,32,3.0,GREENWOOD 6,2014_General Election
TREASURER,MATTHEW SKOPEK,Libertarian,1201,20,2.0,GREENWOOD 6,2014_General Election
TREASURER,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
TREASURER,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
US SENATE,JAMES D. OBERWEIS,Republican,1201,271,23.0,GREENWOOD 6,2014_General Election
US SENATE,RICHARD J. DURBIN,Democrat,1201,222,18.0,GREENWOOD 6,2014_General Election
US SENATE,SHARON HANSEN,Libertarian,1201,33,3.0,GREENWOOD 6,2014_General Election
US SENATE,Blank Ballots,,1201,8,1.0,GREENWOOD 6,2014_General Election
US SENATE,Write-in,NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
US SENATE,ROGER K. DAVIS,NonPartisan,1201,0,0.0,GREENWOOD 6,2014_General Election
US SENATE,Under Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
US SENATE,Over Votes,,1201,0,0.0,GREENWOOD 6,2014_General Election
