,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
7721,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1243,426,34.0,GRAFTON 27,2018_General Election
5910,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1243,360,29.0,GRAFTON 27,2018_General Election
2878,14TH CONGRESS,Under Votes,,1243,9,1.0,GRAFTON 27,2018_General Election
2879,14TH CONGRESS,Over Votes,,1243,0,0.0,GRAFTON 27,2018_General Election
7730,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,1243,579,47.0,GRAFTON 27,2018_General Election
2896,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,1243,121,10.0,GRAFTON 27,2018_General Election
2897,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,1243,0,0.0,GRAFTON 27,2018_General Election
7729,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1243,580,47.0,GRAFTON 27,2018_General Election
2894,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1243,117,9.0,GRAFTON 27,2018_General Election
2895,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1243,0,0.0,GRAFTON 27,2018_General Election
10457,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1243,544,44.0,GRAFTON 27,2018_General Election
10458,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1243,164,13.0,GRAFTON 27,2018_General Election
2898,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1243,87,7.0,GRAFTON 27,2018_General Election
2899,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1243,0,0.0,GRAFTON 27,2018_General Election
10459,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1243,545,44.0,GRAFTON 27,2018_General Election
10460,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1243,153,12.0,GRAFTON 27,2018_General Election
2900,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1243,97,8.0,GRAFTON 27,2018_General Election
2901,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1243,0,0.0,GRAFTON 27,2018_General Election
7727,33RD SENATE,DONALD P. DeWITTE,REPUBLICAN,1243,468,38.0,GRAFTON 27,2018_General Election
5916,33RD SENATE,NANCY ZETTLER,DEMOCRACT,1243,312,25.0,GRAFTON 27,2018_General Election
2890,33RD SENATE,Under Votes,,1243,15,1.0,GRAFTON 27,2018_General Election
2891,33RD SENATE,Over Votes,,1243,0,0.0,GRAFTON 27,2018_General Election
7728,65TH REPRESENTATIVE,DAN UGASTE,REPUBLICAN,1243,476,38.0,GRAFTON 27,2018_General Election
