ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
ATTORNEY GENERAL,PAUL M. SCHIMPF,Republican,499,195,39.0,DORR 14,2014_General Election
ATTORNEY GENERAL,LISA MADIGAN,Democrat,499,136,27.0,DORR 14,2014_General Election
ATTORNEY GENERAL,BEN KOYL,Libertarian,499,10,2.0,DORR 14,2014_General Election
ATTORNEY GENERAL,Blank Ballots,,499,4,1.0,DORR 14,2014_General Election
ATTORNEY GENERAL,Under Votes,,499,0,0.0,DORR 14,2014_General Election
ATTORNEY GENERAL,Over Votes,,499,0,0.0,DORR 14,2014_General Election
COMPTROLLER,JUDY BAAR TOPINKA,Republican,499,223,45.0,DORR 14,2014_General Election
COMPTROLLER,SHEILA SIMON,Democrat,499,82,16.0,DORR 14,2014_General Election
COMPTROLLER,JULIE FOX,Libertarian,499,27,5.0,DORR 14,2014_General Election
COMPTROLLER,Blank Ballots,,499,13,3.0,DORR 14,2014_General Election
COMPTROLLER,Write-in,NonPartisan,499,0,0.0,DORR 14,2014_General Election
COMPTROLLER,TIMOTHY GOODCASE,NonPartisan,499,0,0.0,DORR 14,2014_General Election
COMPTROLLER,Under Votes,,499,0,0.0,DORR 14,2014_General Election
COMPTROLLER,Over Votes,,499,0,0.0,DORR 14,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,YES,NonPartisan,499,226,45.0,DORR 14,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,NO,NonPartisan,499,113,23.0,DORR 14,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Blank Ballots,,499,6,1.0,DORR 14,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Under Votes,,499,0,0.0,DORR 14,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Over Votes,,499,0,0.0,DORR 14,2014_General Election
D14 REPRESENTATIVE,RANDALL M. HULTGREN,Republican,499,237,47.0,DORR 14,2014_General Election
D14 REPRESENTATIVE,DENNIS ANDERSON,Democrat,499,98,20.0,DORR 14,2014_General Election
D14 REPRESENTATIVE,Blank Ballots,,499,10,2.0,DORR 14,2014_General Election
D14 REPRESENTATIVE,Under Votes,,499,0,0.0,DORR 14,2014_General Election
D14 REPRESENTATIVE,Over Votes,,499,0,0.0,DORR 14,2014_General Election
D2 JUD BOWMAN,MICHAEL J. BURKE,Republican,499,254,51.0,DORR 14,2014_General Election
D2 JUD BOWMAN,Blank Ballots,,499,91,18.0,DORR 14,2014_General Election
D2 JUD BOWMAN,Under Votes,,499,0,0.0,DORR 14,2014_General Election
D2 JUD BOWMAN,Over Votes,,499,0,0.0,DORR 14,2014_General Election
D64 REP ASSEMBLY,BARBARA WHEELER,Republican,499,260,52.0,DORR 14,2014_General Election
D64 REP ASSEMBLY,JOEL MAINS,Democrat,499,73,15.0,DORR 14,2014_General Election
D64 REP ASSEMBLY,Blank Ballots,,499,12,2.0,DORR 14,2014_General Election
D64 REP ASSEMBLY,Under Votes,,499,0,0.0,DORR 14,2014_General Election
D64 REP ASSEMBLY,Over Votes,,499,0,0.0,DORR 14,2014_General Election
GOVERNOR/LT GOV,BRUCE RAUNER,Republican,499,255,51.0,DORR 14,2014_General Election
GOVERNOR/LT GOV,PAT QUINN,Democrat,499,77,15.0,DORR 14,2014_General Election
GOVERNOR/LT GOV,CHAD GRIMM,Libertarian,499,8,2.0,DORR 14,2014_General Election
GOVERNOR/LT GOV,Blank Ballots,,499,5,1.0,DORR 14,2014_General Election
GOVERNOR/LT GOV,Write-in,NonPartisan,499,0,0.0,DORR 14,2014_General Election
GOVERNOR/LT GOV,MARK SMITH,NonPartisan,499,0,0.0,DORR 14,2014_General Election
GOVERNOR/LT GOV,ROBERT PEREZ JR,NonPartisan,499,0,0.0,DORR 14,2014_General Election
GOVERNOR/LT GOV,MICHAEL W. SCRUGGS,NonPartisan,499,0,0.0,DORR 14,2014_General Election
GOVERNOR/LT GOV,RYAN SWEENEY,NonPartisan,499,0,0.0,DORR 14,2014_General Election
GOVERNOR/LT GOV,SCOTT SUMMERS,NonPartisan,499,0,0.0,DORR 14,2014_General Election
